stock,tradedate,open,high,low,close,volume
20MICRONS,20201112,31,32.55,30.45,30.7,163335
21STCENMGM,20201112,9.6,9.85,9.55,9.85,1307
3IINFOTECH,20201112,3,3.05,2.95,3,1485777
3MINDIA,20201112,20062,20748,19991.55,20725.85,5798
3PLAND,20201112,6.55,7.15,6.55,7,703
5PAISA,20201112,320.95,322.95,312.4,318.9,15737
63MOONS,20201112,72.8,73,72.5,72.7,14773
8KMILES,20201112,82.3,90.9,82.3,90.9,115914
A2ZINFRA,20201112,3.7,3.8,3.6,3.65,356379
AAKASH,20201112,53.25,53.8,52.7,53.1,26533
AARON,20201112,31.35,32.15,28,30.5,12063
AARTIDRUGS,20201112,629.7,659.65,628.6,659.4,1508824
AARTIIND,20201112,1060,1096.9,1047,1083.8,315697
AARTISURF,20201112,748.7,748.7,715.1,748.7,30217
AARVEEDEN,20201112,10,10.25,9.6,9.85,9228
AARVI,20201112,36.5,36.9,34.7,36.9,2615
AAVAS,20201112,1500,1513.35,1457.05,1472.35,8956
ABAN,20201112,23.3,23.5,22.8,22.9,33358
ABB,20201112,949.4,975.55,949.4,967.7,173796
ABBOTINDIA,20201112,15420,15509.75,15275.1,15303.7,12910
ABCAPITAL,20201112,72.5,74.4,72,74,3183837
ABFRL,20201112,157.3,157.3,154.7,155.55,730694
ABMINTLTD,20201112,26.5,26.5,26.5,26.5,1289
ABSLBANETF,20201112,283.38,283.98,278.64,281.1,5473
ABSLNN50ET,20201112,282,282,280.1,280.1,63
ACC,20201112,1673.8,1686.05,1652.35,1674.9,1514164
ACCELYA,20201112,852,875.05,852,871.9,3178
ACE,20201112,75,77.3,74.45,74.7,160152
ADANIENT,20201112,358.2,369.5,358,365.55,4199715
ADANIGAS,20201112,235,242.65,233.25,240.55,2035182
ADANIGREEN,20201112,914,942.4,903.1,942.35,3622736
ADANIPORTS,20201112,373,375.6,366.1,368.05,4759659
ADANIPOWER,20201112,36.5,36.7,36,36.05,2669097
ADANITRANS,20201112,323,329.95,320,325.45,568197
ADFFOODS,20201112,429,448.4,426,445.7,116624
ADHUNIKIND,20201112,18.25,18.25,16.55,16.55,313491
ADL,20201112,16.25,17.6,16.25,17.3,3067
ADORWELD,20201112,244.95,247.95,243.1,244.95,3883
ADROITINFO,20201112,6.3,6.6,6.05,6.15,1377
ADSL,20201112,21.95,23.5,21.3,23.2,164400
ADVANIHOTR,20201112,45.45,45.6,44,44.7,3977
ADVENZYMES,20201112,307.4,326,304.95,322.5,703161
AEGISCHEM,20201112,208.85,221.75,207,219.05,397758
AFFLE,20201112,2839,2886.9,2809.95,2864.25,45275
AGARIND,20201112,83.75,83.9,81.1,82.6,5366
AGCNET,20201112,640,640,606.9,627.65,10635
AGRITECH,20201112,27.45,27.5,26.25,26.6,7975
AGROPHOS,20201112,8,8.45,8,8.2,18930
AHLEAST,20201112,134,136.7,127.05,132.95,2051
AHLUCONT,20201112,228.7,229.8,224.8,226.7,16878
AHLWEST,20201112,249.85,255.85,242,246.65,1039
