20MICRONS,20201022,28,28.5,27.5,27.85,37547
21STCENMGM,20201022,9.7,9.7,9.55,9.65,569
3IINFOTECH,20201022,3,3.15,2.95,3,8214219
3MINDIA,20201022,18860.8,19142,18780,18836.75,3288
3PLAND,20201022,6.3,6.3,6.25,6.25,90
5PAISA,20201022,345,361.5,336.5,361.5,15718
63MOONS,20201022,73.25,76.35,72.5,72.95,33724
8KMILES,20201022,97.05,97.05,97.05,97.05,9754
A2ZINFRA,20201022,3.55,3.7,3.55,3.7,253923
AAKASH,20201022,52.5,54,52.2,53.4,47037
AARTIDRUGS,20201022,769.1,769.95,735.1,747.85,713664
AARTIIND,20201022,986,1003,975.05,995.4,243636
AARTISURF,20201022,587,594,556,567.65,8167
AARVEEDEN,20201022,10.65,10.95,10.3,10.5,6735
AARVI,20201022,42.8,42.8,36.6,37.25,5143
AAVAS,20201022,1462,1504,1461.95,1479.95,20145
ABAN,20201022,22.7,23.2,22.35,22.6,34542
ABB,20201022,901.65,923.3,898,917.2,113581
ABBOTINDIA,20201022,15990,15990,15750,15799.35,3081
ABCAPITAL,20201022,66.35,67.85,65.3,66.3,2325857
ABFRL,20201022,153.1,154.9,149,153.5,4652475
ABMINTLTD,20201022,31.4,31.4,31.2,31.35,3292
ABSLBANETF,20201022,242,247.73,235.56,243.13,262
ABSLNN50ET,20201022,288.85,289.78,278,278,51
ACC,20201022,1618,1636.2,1604.05,1629,1839267
ACCELYA,20201022,972,1013,968,978.6,3443
ACE,20201022,71,72.5,71,71.75,71253
ADANIENT,20201022,311,314.8,309,311.5,2381193
ADANIGAS,20201022,192.9,195.35,192,194.85,754805
ADANIGREEN,20201022,685.5,726.95,685,726.95,864975
ADANIPORTS,20201022,350.55,364.05,350.15,358.35,4506437
ADANIPOWER,20201022,35.15,35.4,34.5,35,1591810
ADANITRANS,20201022,292.5,294.4,289.5,293.55,148911
ADFFOODS,20201022,434.65,445,426,432.35,48819
ADHUNIKIND,20201022,17.85,18.3,17.85,18,8159
ADL,20201022,18.5,19.4,17.8,18.25,7904
ADORWELD,20201022,244.2,246.05,240.5,242,6308
ADROITINFO,20201022,7.8,8.2,7.8,8.15,5435
ADSL,20201022,23.25,23.25,22.25,22.35,222706
ADVANIHOTR,20201022,40,41.75,39,39.65,6334
ADVENZYMES,20201022,331.4,333.45,324,324.9,143524
AEGISCHEM,20201022,205.6,207.9,200.1,201.95,333319
AFFLE,20201022,2735,2749.95,2700,2729.3,12878
AGARIND,20201022,86.25,86.3,85,85.75,1297
AGCNET,20201022,458.1,530,458.1,523,130630
AGRITECH,20201022,28.65,28.65,27.4,27.65,2298
AGROPHOS,20201022,8.8,8.9,8.65,8.85,8774
AHLEAST,20201022,134.3,137.35,133.9,135.95,779
AHLUCONT,20201022,224.55,224.55,221.65,222.7,7049
AHLWEST,20201022,251.95,270,251.95,260.4,2887
AIAENG,20201022,1706,1814.95,1685.8,1797.2,75629
AIRAN,20201022,11.4,11.55,11.2,11.4,57789
AJANTPHARM,20201022,1609.4,1645.25,1592.35,1627.8,217078
AJMERA,20201022,91,92.35,89,89.95,95680
AKASH,20201022,260,260,247,249.1,234
AKSHARCHEM,20201022,204.05,211,204,209,7823
AKSHOPTFBR,20201022,5.2,5.4,5.05,5.4,225429
AKZOINDIA,20201022,2024.7,2099.9,1995.3,2029.75,6821
ALANKIT,20201022,16,16,15.25,15.65,128789
ALBERTDAVD,20201022,400,405,399.95,402.8,2572
ALCHEM,20201022,4.7,4.75,4.4,4.5,17294
ALEMBICLTD,20201022,97.25,98.5,95.1,96.5,408571
ALICON,20201022,310.55,311.5,303.6,305.75,423
ALKALI,20201022,48.5,49.85,47.55,48.5,34481
ALKEM,20201022,2650.75,2658.5,2615,2618.55,79216
ALKYLAMINE,20201022,3086,3090,3005,3033.5,17010
ALLCARGO,20201022,118,118.75,117,117.1,76184
ALLSEC,20201022,273,273,255.1,264.95,6603
ALMONDZ,20201022,11.25,11.5,11.05,11.25,4379
ALOKINDS,20201022,21.75,22.25,21.45,22.1,6634973
